,Pós-venda/Cancelado/Devolvido,Nº de Pedido da Plataforma,Custo Médio,SKU,SKU (Armazém)
5029,Ocorreu,582364972396872806,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5030,Ocorreu,582364886124102739,25.0,21008-37,21008-37
5031,Ocorreu,582364811519099933,25.0,21006-38,21006-38
5032,Ocorreu,582364705814578257,25.3847,21010-42,21010-42
5033,Ocorreu,582364104219985056,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5034,Ocorreu,582363811272754497,5.0,PC-SQ-EMCA,SQ-EMCA-Chumbo-Cinza-Preta-40-46
5035,Ocorreu,582363811272754497,5.0,PC-SQ-EMCA,SQ-EMCA-Cinza-Preta-Branco-40-46
5036,Ocorreu,582363811272754497,5.0,PC-SQ-EMCA,SQ-EMCA-Preta-Branca-Chumbo-40-46
5037,Ocorreu,582363811272754497,5.0,PC-SQ-EMCA,SQ-EMCA-Branco-Chumbo-Cinza-40-46
5038,Ocorreu,582363221981365353,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5039,Cancelado,582362909397256144,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5040,Ocorreu,582362527761466746,30.0,21010-43,21010-43
5041,Ocorreu,582362474540074100,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5042,Cancelado,582359297866499755,25.0,21009-Cinza escuro/cinza claro-44,21009-44
5043,Ocorreu,582359096509957786,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5044,Ocorreu,582357755740849952,30.0,21009-Cáqui/preto-40,21010-40
5045,Cancelado,582357673311897329,25.0807,21009-Branco/Branco-41,21007-41
5046,Cancelado,582357478181537283,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
5047,Ocorreu,582357411656270936,30.0,21009-Cáqui/preto-45,21010-45
5048,Ocorreu,582357210386761631,25.0741,21009-Preto/Preto-36,21006-36
5049,Ocorreu,582357210386761631,25.0807,21009-Branco/Branco-41,21007-41
5050,Ocorreu,582357109903427238,25.0,21009-Preto/cáqui-44,21011-44
5051,Ocorreu,582357041092462043,30.0,21009-Cáqui/preto-43,21010-43
5052,Ocorreu,582356887747987170,30.0,21009-Cáqui/preto-41,21010-41
5053,Cancelado,582356828570944753,5.4166,HM-BAF-Preto-35-41*3,HM-BAF-Preto-35-41
5054,Ocorreu,582356824459019803,25.0741,21009-Preto/Preto-36,21006-36
5055,Ocorreu,582356647037732064,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
5056,Ocorreu,582356671045994168,25.0,21009-Cáqui/preto-44,21010-44
5057,Cancelado,582356618674669141,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
5058,Cancelado,582356618674669141,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5059,Cancelado,582356448784058170,27.5,21009-Preto/cáqui-40,21011-40
5060,Ocorreu,582356385202210813,25.3847,21009-Cáqui/preto-42,21010-42
5061,Ocorreu,582356385202210813,25.0,21009-Preto/cáqui-42,21011-42
5062,Ocorreu,582355997889234203,25.0,21009-Preto/Preto-40,21006-40
5063,Cancelado,582356003845801955,25.2632,21009-Cinza escuro/cinza claro-42,21009-42
5064,Ocorreu,582355991370040924,30.0,21009-Cáqui/preto-40,21010-40
5065,Ocorreu,582355885891028703,25.1563,21009-Preto/Preto-41,21006-41
5066,Ocorreu,582355847246153318,25.0807,21009-Branco/Branco-41,21007-41
5067,Ocorreu,582355805696329386,25.0981,21009-Cinza escuro/cinza claro-41,21009-41
5068,Ocorreu,582355653047321863,25.0807,21009-Branco/Branco-41,21007-41
5069,Ocorreu,582355673130829602,25.0,21009-Preto/Preto-38,21006-38
5070,Ocorreu,582355591209387098,25.0,21009-Preto/cáqui-42,21011-42
5071,Ocorreu,582355575202416426,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
5072,Ocorreu,582355491669575042,30.0,21009-Cáqui/preto-40,21010-40
5073,Ocorreu,582355459433203287,25.0,21009-Cáqui/preto-44,21010-44
5074,Ocorreu,582354972742157480,30.0,21009-Cáqui/preto-41,21010-41
5075,Ocorreu,582354950147572958,30.0,21009-Cáqui/preto-41,21010-41
5076,Ocorreu,582354950147572958,25.0,21009-Preto/Preto-38,21006-38
5077,Ocorreu,582354821892375798,25.0,21009-Preto/Preto-40,21006-40
5078,Ocorreu,582354668453922392,5.415,HM-BAF-Chumbo -35-41*3,HM-BAF-Chumbo -35-41
5079,Ocorreu,582354647885514720,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5080,Ocorreu,582354253830915361,25.5595,21009-Branco/Branco-40,21007-40
5081,Ocorreu,582354199033317290,25.0981,21009-Cinza escuro/cinza claro-41,21009-41
5082,Ocorreu,582353368209720703,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
5083,Ocorreu,582353256007173605,30.0,21009-Cáqui/preto-41,21010-41
5084,Cancelado,582353208896882297,25.1563,21009-Preto/Preto-41,21006-41
5085,Ocorreu,582353152236816183,25.3847,21009-Cáqui/preto-42,21010-42
5086,Ocorreu,582353066923558738,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
5087,Ocorreu,582353066923558738,10.0,ME-10-Robô-35-40,ME-10-Robô-35-40
5088,Ocorreu,582353066923558738,10.0,ME-10-Tubarão-35-40,ME-10-Tubarão-35-40
5089,Ocorreu,582352380375434853,5.4165,HM-BAF-Rosa-35-41,HM-BAF-Rosa-35-41
5090,Ocorreu,582352074298131867,25.0345,21009-Branco/Branco-36,21007-36
5091,Cancelado,582351949754894161,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5092,Cancelado,582351746523301377,25.7987,21009-Rosa/Rosa-36,21008-36
5093,Cancelado,582351690478421670,25.0,21009-Preto/Preto-40,21006-40
5094,Ocorreu,582350832437068927,25.0,21009-Preto/cáqui-42,21011-42
5095,Ocorreu,582350462517282262,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
5096,Ocorreu,582350462517282262,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
5097,Ocorreu,582350096762701167,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5098,Ocorreu,582350007137568410,5.4166,HM-BAF-Preto-35-41*3,HM-BAF-Preto-35-41
5099,Ocorreu,582350052543661476,25.5595,21009-Branco/Branco-40,21007-40
5100,Ocorreu,582349459823298258,30.0,21009-Cáqui/preto-43,21010-43
5101,Ocorreu,582349489517790600,30.0,21009-Cáqui/preto-40,21010-40
5102,Ocorreu,582349489517790600,25.0,21009-Preto/Preto-40,21006-40
5103,Ocorreu,582349489517790600,25.1191,21009-Branco/Branco-38,21007-38
5104,Ocorreu,582349489517790600,25.0,21009-Branco/Branco-39,21007-39
5105,Ocorreu,582349411777414670,30.0,21009-Cáqui/preto-41,21010-41
5106,Ocorreu,582349280704956078,25.0,21009-Cinza escuro/cinza claro-44,21009-44
5107,Ocorreu,582349203717981928,25.0,21009-Preto/cáqui-44,21011-44
5108,Ocorreu,582348711603242909,4.6813,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
5109,Ocorreu,582348711603242909,4.6726,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40
5110,Ocorreu,582348663801873905,25.1191,21007-38,21007-38
5111,Ocorreu,582348370764334561,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
5112,Ocorreu,582348356853794315,25.0,21009-45,21009-45
5113,Ocorreu,582348256200590966,25.0,21006-38,21006-38
5114,Ocorreu,582348024667342436,25.0,21007-39,21007-39
5115,Cancelado,582347854344259417,25.3847,21010-42,21010-42
5116,Cancelado,582345770610296327,12.0,QS-LM-M02-Chumbo-Branco-40-46,QS-LM-M02-Chumbo+Branco
5117,Cancelado,582345258498492139,12.5031,MALG-M01-Cinza-40-46*3pc,MALG-M01-Cinza-40-46*3
5118,Ocorreu,582343904317638638,30.0,21010-43,21010-43
5119,Ocorreu,582342083799779218,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
5120,Ocorreu,582341576243643859,25.0,21008-40,21008-40
5121,Ocorreu,582341500607760371,25.7987,21008-36,21008-36
5122,Ocorreu,582341434122667938,5.4166,HM-BAF-Preto-35-41,HM-BAF-Preto-35-41
5123,Ocorreu,582340562376492742,4.1677,MALG-M01-Cinza-40-46,MALG-M01-Cinza-40-46
5124,Cancelado,582340343734699354,25.7987,21008-36,21008-36
5125,Ocorreu,582340235369809782,25.0,21010-44,21010-44
5126,Cancelado,582340127216862492,25.2632,21009-42,21009-42
5127,Ocorreu,582340150139848044,25.0,21009-40,21009-40
5128,Ocorreu,582340062453860309,25.1471,21011-43,21011-43
5129,Ocorreu,582340031665964150,25.0,21009-40,21009-40
5130,Ocorreu,582339989241431783,25.0741,21006-36,21006-36
5131,Ocorreu,582339950900905479,25.2632,21009-42,21009-42
5132,Cancelado,582339934994532335,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5133,Cancelado,582339898142786732,25.0,21007-39,21007-39
5134,Cancelado,582339898142786732,25.0,21007-39,21007-39
5135,Ocorreu,582339902312580911,25.0,21011-45,21011-45
5136,Cancelado,582339602495145640,30.0,21010-41,21010-41
5137,Ocorreu,582339506602607751,25.08,21006-37,21006-37
5138,Ocorreu,582339359581177407,25.0345,21007-36,21007-36
5139,Ocorreu,582339292845999604,25.1471,21011-43,21011-43
5140,Ocorreu,582339292845999604,25.0,21010-44,21010-44
5141,Ocorreu,582339263460115686,28.098,21002-39,21002-39
5142,Cancelado,582339259519894564,25.5595,21007-40,21007-40
5143,Ocorreu,582339224310613957,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
5144,Ocorreu,582339175073154572,30.0,21010-43,21010-43
5145,Ocorreu,582339129617319899,25.1146,21007-37,21007-37
5146,Ocorreu,582339079849084094,25.1471,21011-43,21011-43
5147,Cancelado,582339052095439911,25.0,21011-45,21011-45
5148,Cancelado,582338943478039567,25.0,21009-44,21009-44
5149,Ocorreu,582338932545783209,25.0,21011-42,21011-42
5150,Ocorreu,582338908711126915,6.0,QS-LM-VC01-Ciano-35-40,QS-LM-VC01-Ciano-35-40
5151,Ocorreu,582338908711126915,6.0,QS-LM-VC01-Bege-35-40,QS-LM-VC01-Bege-35-40
5152,Ocorreu,582338886700402272,25.3847,21010-42,21010-42
5153,Cancelado,582338866850334528,25.0,21009-44,21009-44
5154,Ocorreu,582338845320316610,25.3847,21010-42,21010-42
5155,Cancelado,582338831109162690,25.3847,21010-42,21010-42
5156,Ocorreu,582338812241020472,25.0,21011-44,21011-44
5157,Ocorreu,582338741049263643,25.0,21006-40,21006-40
5158,Ocorreu,582338697821521036,25.3847,21010-42,21010-42
5159,Cancelado,582338624557712767,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
5160,Ocorreu,582338580306232742,25.0981,21009-41,21009-41
5161,Ocorreu,582338517471627203,25.0,21006-40,21006-40
5162,Ocorreu,582338486832760801,30.0,21010-45,21010-45
5163,Ocorreu,582338330007340810,25.0,21006-40,21006-40
5164,Ocorreu,582338317749486947,25.3847,21010-42,21010-42
5165,Ocorreu,582338314333422771,25.0,21011-42,21011-42
5166,Ocorreu,582337964665308203,30.0,21010-40,21010-40
5167,Ocorreu,582337940801946635,30.0,21010-41,21010-41
5168,Ocorreu,582337948538537382,25.1563,21006-41,21006-41
5169,Cancelado,582337805919421892,25.08,21006-37,21006-37
5170,Ocorreu,582337739308500336,25.3847,21010-42,21010-42
5171,Cancelado,582337725326132314,25.0,21011-42,21011-42
5172,Ocorreu,582337670847563521,30.0,21010-40,21010-40
5173,Ocorreu,582337646166575073,30.0,21010-45,21010-45
5174,Cancelado,582337592043799567,30.0,21010-45,21010-45
5175,Ocorreu,582337556791985992,25.0981,21009-41,21009-41
5176,Ocorreu,582337541389256373,25.0,21010-44,21010-44
5177,Ocorreu,582337474274952964,30.0,21010-45,21010-45
5178,Ocorreu,582337450256074390,30.0,21010-40,21010-40
5179,Cancelado,582337370140411332,25.1563,21006-41,21006-41
5180,Ocorreu,582337212871116779,25.0,21006-40,21006-40
5181,Cancelado,582337168045082097,25.2632,21009-42,21009-42
5182,Ocorreu,582337164916066221,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
5183,Ocorreu,582337134266583015,25.3847,21010-42,21010-42
5184,Ocorreu,582337016600102618,30.0,21010-40,21010-40
5185,Ocorreu,582336839888241726,1.25,SPS-M01-Preto-35-40*2,SPS-M01-Branco-35-40
5186,Ocorreu,582336706444821714,30.0,21010-45,21010-45
5187,Ocorreu,582336502797927719,25.0,21030-39,21007-39
5188,Ocorreu,582336294368020352,30.0,21030-39,21030-Bege-39
5189,Ocorreu,582336190676829621,25.1191,21030-38,21007-38
5190,Ocorreu,582336202225779758,30.0,21010-43,21010-43
5191,Ocorreu,582336140004984460,25.0,21011-45,21011-45
5192,Cancelado,582336029189571729,27.5,21011-40,21011-40
5193,Cancelado,582335954993645196,30.0,21010-43,21010-43
5194,Ocorreu,582335913619588868,30.0,21010-40,21010-40
5195,Ocorreu,582335474873566550,30.0,21010-40,21010-40
5196,Ocorreu,582335341819692769,6.0,QS-LM-M02-Preto-Branco-40-46,QS-LM-M02-Branco-40-46
5197,Ocorreu,582335341819692769,6.0,QS-LM-M02-Preto-Branco-40-46,QS-LM-M02-Preto-40-46
5198,Ocorreu,582335289882870932,25.1563,21006-41,21006-41
5199,Cancelado,582335032949834988,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5200,Ocorreu,582334715888502044,4.1679,MALG-M01-Preto-40-46*4,MALG-M01-Preto-40-46
5201,Ocorreu,582334283915953379,30.0,21010-41,21010-41
5202,Cancelado,582333439443240706,25.0741,21006-36,21006-36
5203,Cancelado,582333031580665815,5.0,SQ-EMCA-Cinza-Preta-Branco-40-46,SQ-EMCA-Cinza-Preta-Branco-40-46
5204,Ocorreu,582330405641094316,30.0,21030-38,21030-Bege-38
5205,Ocorreu,582329060595631791,4.1679,MALG-M01-Preto-40-46,MALG-M01-Preto-40-46
5206,Ocorreu,582327600112240154,25.1563,21006-41,21006-41
5207,Ocorreu,582327068297299080,25.3847,21010-42,21010-42
5208,Cancelado,582326952758249054,30.0,21030-40,21030-Bege-40
5209,Ocorreu,582326171996489515,5.1111,NAT-PEBCN-0-12,NAT-PEBCN-0-12
5210,Ocorreu,582325878068774278,30.0,21030-38,21030-Bege-38
5211,Ocorreu,582325510858704424,30.0,21010-41,21010-41
5212,Ocorreu,582324859177305370,30.0,21010-45,21010-45
5213,Ocorreu,582324711788479767,30.0,21010-40,21010-40
5214,Ocorreu,582324711788479767,25.0,21008-37,21008-37
5215,Ocorreu,582324408475617034,30.0,21010-41,21010-41
5216,Ocorreu,582324333864716009,30.0,21010-40,21010-40
5217,Ocorreu,582324072973698565,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5218,Ocorreu,582324064546293288,30.0,21010-40,21010-40
5219,Ocorreu,582324001245529360,25.0,21009-44,21009-44
5220,Ocorreu,582323800205984802,30.0,21010-40,21010-40
5221,Ocorreu,582323760240231593,25.0807,21007-41,21007-41
5222,Cancelado,582323633704961964,25.3847,21010-42,21010-42
5223,Ocorreu,582323552239322313,25.0,21009-43,21009-43
5224,Ocorreu,582323481444058973,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
5225,Cancelado,582323459644949686,30.0,21010-41,21010-41
5226,Cancelado,582323455360665174,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5227,Ocorreu,582323347572229290,30.0,21010-41,21010-41
5228,Cancelado,582323350182724778,30.0,21010-41,21010-41
5229,Ocorreu,582323292178449790,25.7987,21008-36,21008-36
5230,Ocorreu,582323292178449790,30.0,21030-40,21030-Bege-40
5231,Ocorreu,582323167211390111,10.0,ME-10-Cachorro- Caramelo-35-40,ME-10-Cachorro- Caramelo-35-40
5232,Ocorreu,582323167211390111,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
5233,Ocorreu,582323167211390111,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
5234,Ocorreu,582323167211390111,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5235,Ocorreu,582323167211390111,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5236,Ocorreu,582323148479694213,30.0,21030-41,21030-Bege-41
5237,Ocorreu,582323147890329053,30.0,21030-40,21030-Bege-40
5238,Cancelado,582323129371427964,4.0,PEBCN-BBFL-12-24,PEBCN-BBFL-12-24
5239,Ocorreu,582323072960988639,25.0,21009-45,21009-45
5240,Ocorreu,582322985441920138,30.0,21010-40,21010-40
5241,Ocorreu,582322986316826046,30.0,21010-45,21010-45
5242,Ocorreu,582322959938389696,25.0741,21006-36,21006-36
5243,Cancelado,582322841669895991,25.08,21006-37,21006-37
5244,Ocorreu,582322860392744680,25.0,21011-44,21011-44
5245,Cancelado,582322816189629703,25.0,21008-37,21008-37
5246,Ocorreu,582322775917757593,25.0,21007-39,21007-39
5247,Ocorreu,582322751820825867,30.0,21030-40,21030-Bege-40
5248,Cancelado,582322746307806299,25.0,21009-40,21009-40
5249,Cancelado,582265098913612802,30.0,21010-41,21010-41
5250,Ocorreu,582322681882314212,30.0,21010-41,21010-41
5251,Cancelado,582322668429543200,25.3847,21010-42,21010-42
5252,Cancelado,582322647072801951,25.1563,21006-41,21006-41
5253,Cancelado,582322525617620716,25.0,21011-45,21011-45
5254,Cancelado,582321944943560371,30.0,21010-40,21010-40
5255,Ocorreu,582321619968427270,30.0,21010-43,21010-43
5256,Ocorreu,582321344256640406,30.0,21010-41,21010-41
5257,Ocorreu,582321166775912068,30.0,21010-40,21010-40
5258,Ocorreu,582320850900125512,30.0,21010-41,21010-41
5259,Ocorreu,582320644447896691,5.0,SQ-EMCA-Chumbo-Cinza-Preta-40-46,SQ-EMCA-Chumbo-Cinza-Preta-40-46
5260,Ocorreu,582320247091267128,25.0,21010-44,21010-44
5261,Cancelado,582319593924822370,30.0,21030-40,21030-Bege-40
5262,Ocorreu,582319609128715618,30.0,21030-40,21030-Bege-40
5263,Cancelado,582319447236248786,25.08,21006-37,21006-37
5264,Cancelado,582319447236248786,25.0,21006-39,21006-39
5265,Ocorreu,582318804656621431,25.0,21009-43,21009-43
5266,Ocorreu,582318007674897450,25.0,21008-38,21008-38
5267,Ocorreu,582317960753021994,25.0,21006-38,21006-38
5268,Cancelado,582317233260889323,25.0345,21007-36,21007-36
5269,Ocorreu,582310993179346707,30.0,21010-45,21010-45
5270,Ocorreu,582310685542549471,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
5271,Ocorreu,582310541564478770,30.0,21030-40,21030-Bege-40
5272,Ocorreu,582310070663283982,25.1429,21011-41,21011-41
5273,Ocorreu,582309614404732614,25.1191,21007-38,21007-38
5274,Ocorreu,582309086406870050,30.0,21030-39,21030-Bege-39
5275,Ocorreu,582308895100798225,27.5,21011-40,21011-40
5276,Ocorreu,582308834128856343,30.0,21030-40,21030-Bege-40
5277,Ocorreu,582308766978376889,30.0,21030-38,21030-Bege-38
5278,Ocorreu,582308758389818746,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5279,Ocorreu,582308750289765477,25.0,21010-44,21010-44
5280,Ocorreu,582308702961435732,25.0,21009-45,21009-45
5281,Cancelado,582308618577282675,4.6876,AS-F-Cinza-Listrado-35-40,AS-F-Cinza-Listrado-35-40
5282,Cancelado,582308618577282675,4.6813,AS-F-Cinza-Coracoes -35-40,AS-F-Cinza-Coracoes -35-40
5283,Cancelado,582308618577282675,25.0,AS-F-Preto-Rena-35-40,AS-F-Preto-Rena-35-40
5284,Ocorreu,582308549995955791,30.0,21010-41,21010-41
5285,Ocorreu,582308526515193112,25.0,21006-39,21006-39
5286,Ocorreu,582308489852060985,25.2632,21009-42,21009-42
5287,Ocorreu,582308368104720093,30.0,21010-43,21010-43
5288,Ocorreu,582308226411365718,25.1563,21006-41,21006-41
5289,Ocorreu,582308221303490068,30.0,21030-41,21030-Bege-41
5290,Cancelado,582308232210842966,25.0807,21007-41,21007-41
5291,Ocorreu,582308133305746603,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5292,Ocorreu,582308120082745326,30.0,21010-43,21010-43
5293,Ocorreu,582307933456663899,25.7987,21008-36,21008-36
5294,Cancelado,582307854891255406,30.0,21030-41,21030-Bege-41
5295,Cancelado,582307457329824862,30.0,21030-40,21030-Bege-40
5296,Ocorreu,582307434787603514,,PER-3D-F-Unicornio-31-35,
5297,Ocorreu,582307434787603514,10.0,ME-10-Cachorro-Rosa-35-40,ME-10-Cachorro-Rosa-35-40
5298,Ocorreu,582307434787603514,10.0,ME-10-Unicornio-35-40,ME-10-Unicornio-35-40
5299,Ocorreu,582307434787603514,10.0,ME-10-Coelho-35-40,ME-10-Coelho-35-40
5300,Ocorreu,582306341673731328,30.0,21030-41,21030-Bege-41
5301,Ocorreu,582305973565228391,25.0,21007-39,21007-39
5302,Ocorreu,582305682663966643,25.0,21006-40,21006-40
5303,Ocorreu,582305100567446752,30.0,21030-40,21030-Bege-40
5304,Ocorreu,582304923506410952,25.0,21010-44,21010-44
5305,Ocorreu,582304462996342059,30.0,21010-41,21010-41
5306,Cancelado,582304455224886311,30.0,21030-39,21030-Bege-39
5307,Ocorreu,582304497054549906,6.0,QS-LM-M02-Preto-Branco-40-46,QS-LM-M02-Branco-40-46
5308,Ocorreu,582304497054549906,6.0,QS-LM-M02-Preto-Branco-40-46,QS-LM-M02-Preto-40-46
5309,Ocorreu,582302973911729369,30.0,21030-40,21030-Bege-40
5310,Cancelado,582302816550815190,30.0,21030-40,21030-Bege-40
5311,Ocorreu,582302768759538835,30.0,21030-40,21030-Bege-40
5312,Ocorreu,582302600884815588,30.0,21030-37,21030-Bege-37
5313,Ocorreu,582302336320439780,25.0,21008-37,21008-37
5314,Ocorreu,582302336320439780,25.0,21010-44,21010-44
5315,Cancelado,582302323811321316,90.0,21010-44,21010-44
5316,Ocorreu,582301866954622143,30.0,21010-43,21010-43
5317,Ocorreu,582301433644484010,30.0,21030-39,21030-Bege-39
5318,Cancelado,582301168245245282,30.0,21010-43,21010-43
5319,Ocorreu,582300627526190955,30.0,21030-39,21030-Bege-39
5320,Cancelado,582298163716851689,30.0,21030-40,21030-Bege-40
5321,Ocorreu,582296290015479758,4.6868,AS-F-Cinza-Floco-De-Neve-35-40,AS-F-Cinza-Floco-De-Neve-35-40
5322,Ocorreu,582296290015479758,4.6726,AS-F-Preto-Cereja -35-40,AS-F-Preto-Cereja -35-40
5323,Ocorreu,582296098791655064,5.0,SQ-EMCA-Branco-Chumbo-Cinza-40-46,SQ-EMCA-Branco-Chumbo-Cinza-40-46
5324,Cancelado,582295981844301054,30.0,21030-40,21030-Bege-40
5325,Ocorreu,582295572988462274,30.0,21010-41,21010-41
5326,Cancelado,582295052904007604,30.0,21030-40,21030-Bege-40
5327,Cancelado,582294972892546770,30.0,21010-45,21010-45
5328,Ocorreu,582294869390231200,30.0,21030-39,21030-Bege-39
5329,Cancelado,582294858068428111,30.0,21030-40,21030-Bege-40
5330,Ocorreu,582294341274470224,30.0,21030-41,21030-Bege-41
5331,Cancelado,582294329822774311,1.3333,SPT-MGC,SPT-MGC
5332,Cancelado,582294223028586161,30.0,21030-37,21030-Bege-37
5333,Ocorreu,582294117988467767,30.0,21030-40,21030-Bege-40
5334,Ocorreu,582294059235116873,30.0,21030-40,21030-Bege-40
5335,Ocorreu,582293877072299629,25.0,21009-45,21009-45
5336,Cancelado,582293878950036657,25.0,21008-40,21008-40
5337,Cancelado,582293820513552051,15.0,MALG-M01-Cinza-40-46,MALG-M01-Cinza-40-46
5338,Cancelado,582293770641704666,25.0,21009-40,21009-40
5339,Cancelado,582293770641704666,30.0,21030-40,21030-Bege-40
5340,Cancelado,582293543096059765,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5341,Ocorreu,582293412075701337,25.3847,21010-42,21010-42
5342,Ocorreu,582293342873880554,30.0,21030-40,21030-Bege-40
5343,Cancelado,582293323576346101,27.5,21011-40,21011-40
5344,Ocorreu,582293300346979405,30.0,21010-43,21010-43
5345,Cancelado,582293206799582462,30.0,21030-41,21030-Bege-41
5346,Ocorreu,582293168196847572,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5347,Ocorreu,582293158330336966,30.0,21030-41,21030-Bege-41
5348,Cancelado,582293124127491253,30.0,21030-39,21030-Bege-39
5349,Ocorreu,582293085805577216,30.0,21030-40,21030-Bege-40
5350,Ocorreu,582293042425988674,30.0,21010-40,21010-40
5351,Cancelado,582292990250485397,30.0,21030-41,21030-Bege-41
5352,Cancelado,582292919894968032,30.0,21030-38,21030-Bege-38
5353,Ocorreu,582292868828005864,30.0,21030-36,21030-Bege-36
5354,Cancelado,582292822870820311,30.0,21030-40,21030-Bege-40
5355,Ocorreu,582292794376750450,4.0,PEBCN-BBFL-12-24*3,PEBCN-BBFL-12-24
5356,Cancelado,582292783429354568,25.0,21009-43,21009-43
5357,Ocorreu,582292760303469798,25.1191,21007-38,21007-38
5358,Ocorreu,582292760303469798,30.0,21030-38,21030-Bege-38
5359,Cancelado,582292729648809946,30.0,21010-43,21010-43
5360,Ocorreu,582292702011950555,25.0807,21007-41,21007-41
5361,Cancelado,582292673969620435,30.0,21030-39,21030-Bege-39
5362,Cancelado,582292651424056870,5.0,SQ-EMCA-Preta-Branca-Chumbo-40-46,SQ-EMCA-Preta-Branca-Chumbo-40-46
5363,Ocorreu,582292608814974419,30.0,21010-43,21010-43
5364,Ocorreu,582292563235866207,30.0,21030-41,21030-Bege-41
5365,Ocorreu,582292489678062778,30.0,PEBCN-BBML 12-24-12-24,PEBCN-BBML-12-24-Cor-Sortida
5366,Cancelado,582292461264667725,30.0,21010-43,21010-43
5367,Ocorreu,582292372401653662,30.0,21030-39,21030-Bege-39
5368,Ocorreu,582292378726597817,30.0,21030-40,21030-Bege-40
5369,Cancelado,582292368029484928,25.0,21006-38,21006-38
5370,Cancelado,582292368015656198,30.0,21010-43,21010-43
5371,Cancelado,582292316917565431,30.0,21030-39,21030-Bege-39
5372,Ocorreu,582292305020618011,25.0,21011-45,21011-45
5373,Ocorreu,582292227313600017,10.0,ME-10-Corrida-35-40,ME-10-Corrida-35-40
5374,Ocorreu,582291940762158964,25.0,21007-39,21007-39
5375,Ocorreu,582291848307312162,25.0,21009-45,21009-45
5376,Ocorreu,582291766158722834,30.0,21030-39,21030-Bege-39
5377,Cancelado,582291756061001253,6.0,QS-LM-VC01-Roxo -35-40,QS-LM-VC01-Roxo -35-40
5378,Ocorreu,582291360963266187,30.0,21030-40,21030-Bege-40
5379,Ocorreu,582291355389428820,30.0,21030-39,21030-Bege-39
5380,Cancelado,582291299516909360,25.0,21008-37,21008-37
5381,Ocorreu,582291310855881923,30.0,21030-39,21030-Bege-39
5382,Ocorreu,582291223448421837,30.0,21030-40,21030-Bege-40
5383,Ocorreu,582291088519890582,25.2632,21009-42,21009-42
5384,Ocorreu,582291009573389382,25.08,21006-37,21006-37
